Symbol,DateTime,Open,High,Low,Close,Volume,EMA,SuperTrend1,SuperTrend2,SuperTrend3,SuperTrend4
SPY,3/10/1999 12:00:00 AM,128.4688,129.25,127.7812,129.1875,3950000,126.7065,127.3205,126.5187,133.5279,135.9156
SPY,3/11/1999 12:00:00 AM,129.6875,131.1875,128.875,130.625,6583700,127.4902,127.1904,126.3463,132.9087,135.1774
SPY,3/12/1999 12:00:00 AM,131,131.0312,129.2188,129.375,5286500,127.8672,128.5886,127.8359,134.4629,136.7355
SPY,3/15/1999 12:00:00 AM,129.9375,131.25,129.5,131.2188,5394400,128.5375,128.7519,127.9992,134.4222,136.6343
SPY,3/16/1999 12:00:00 AM,131.125,131.6562,130.4688,130.7188,4547500,128.9737,129.0262,128.2948,134.581,136.7483
SPY,3/17/1999 12:00:00 AM,130.6875,130.9375,129.625,130.1562,4524100,129.2102,129.9207,129.1446,134.9634,137.0034
SPY,3/18/1999 12:00:00 AM,129.7812,132.375,129.75,132.25,3506300,129.8182,129.2287,128.4735,133.9695,135.9139
SPY,3/19/1999 12:00:00 AM,132.3125,132.625,129.6875,129.6875,5526700,129.7921,129.696,129.1061,135.011,137.0401
SPY,3/22/1999 12:00:00 AM,130.0625,130.5938,129.4219,129.9375,4603800,129.8211,132.7987,129.0215,135.4258,137.57
SPY,3/23/1999 12:00:00 AM,129.3125,129.5312,125.7031,126.1875,9713800,129.0944,131.3214,128.0481,133.9564,135.9757
SPY,3/24/1999 12:00:00 AM,126.8438,127.1719,125.625,126.9062,6280900,128.6568,129.591,129.9905,132.3192,134.6213
SPY,3/25/1999 12:00:00 AM,128.0625,129.5,127.75,129.5,6639600,128.8254,128.0158,128.6215,130.8324,133.0389
SPY,3/26/1999 12:00:00 AM,128.625,129.125,127.7188,128.5625,6159700,128.7728,126.9283,126.3346,133.1845,135.441
SPY,3/29/1999 12:00:00 AM,129.1562,131.4375,129.1562,131.1562,5863900,129.2495,126.9051,126.224,132.8152,135.0114
SPY,3/30/1999 12:00:00 AM,129.9375,131.2188,129.5625,130.4688,5401400,129.4934,128.5818,127.9759,134.9163,137.1995
SPY,3/31/1999 12:00:00 AM,131.1562,131.6094,128.3125,128.375,7413600,129.2697,128.8978,128.1905,134.7923,136.9957
SPY,4/1/1999 12:00:00 AM,129.6875,129.6875,128.125,129.3438,7683600,129.2845,131.7797,127.5614,134.7279,137.0715
SPY,4/5/1999 12:00:00 AM,130.9375,132.5938,130.25,132.4062,5791100,129.9089,130.435,126.6589,133.3996,135.644
SPY,4/6/1999 12:00:00 AM,132.1875,132.9844,131.1562,132.0938,5381300,130.3458,129.5946,128.9922,136.2496,138.6231
SPY,4/7/1999 12:00:00 AM,132.6875,133.375,131.375,133.1562,6248600,130.9079,130.4621,129.75,136.7028,139.0074
SPY,4/8/1999 12:00:00 AM,133.1875,134.9375,132.2812,134.8438,5909100,131.6951,130.8501,130.113,136.9021,139.1679
SPY,4/9/1999 12:00:00 AM,134.4375,135.5,133.5938,134.875,4365800,132.3311,131.9507,131.2757,138.2674,140.5832
SPY,4/12/1999 12:00:00 AM,133.4688,136.4062,133.2188,136.3125,8213200,133.1274,133.0179,132.2909,139.064,141.3276
SPY,4/13/1999 12:00:00 AM,136.25,136.4688,134.5,135.4375,10071400,133.5894,133.0026,132.3871,139.6392,142.0212
SPY,4/14/1999 12:00:00 AM,136.0625,136.0625,132.6875,133.1562,11551700,133.5028,133.8472,133.142,140.1629,142.4927
SPY,4/15/1999 12:00:00 AM,133.4375,133.5625,131,132.6562,11150000,133.3335,136.3023,131.8449,139.3988,141.8628
SPY,4/16/1999 12:00:00 AM,132.9062,132.9062,131.1875,131.5312,6476200,132.973,134.1551,129.7453,137.3219,139.7998
SPY,4/19/1999 12:00:00 AM,132.6875,134.5312,128.375,129.5,12487200,132.2784,133.6525,129.6595,136.8203,139.202
SPY,4/20/1999 12:00:00 AM,129.8125,131.1875,129,131.125,9049600,132.0477,134.1402,134.5258,137.4831,140.3488
SPY,4/21/1999 12:00:00 AM,131.0625,135.625,130.4062,134.875,5772200,132.6132,132.3185,133.0055,135.8479,138.6305
SPY,4/22/1999 12:00:00 AM,135.125,136.375,134.3906,136.1562,6897400,133.3218,130.2195,129.6845,139.5503,142.6477
SPY,4/23/1999 12:00:00 AM,135.875,136.75,135,135.8125,4593100,133.8199,133.1495,132.2965,141.4899,144.4489
SPY,4/26/1999 12:00:00 AM,136.5,136.8125,135.4688,136.5938,3606500,134.3747,134.045,133.0317,141.5475,144.354
SPY,4/27/1999 12:00:00 AM,137.125,137.5,135.8438,137.25,5147200,134.9498,134.6664,133.5699,141.3157,143.9353
SPY,4/28/1999 12:00:00 AM,136.4375,137.25,135,135.375,5544300,135.0348,135.3236,134.2675,141.5365,144.0318
SPY,4/29/1999 12:00:00 AM,135.5625,136.0625,133.8125,134.3438,9824300,134.8966,134.686,133.7487,140.9288,143.3911
SPY,4/30/1999 12:00:00 AM,135.0938,135.625,131.5,133.25,10991900,134.5673,136.4309,132.5841,139.6907,142.1242
SPY,5/3/1999 12:00:00 AM,133.4375,135.8438,133.0938,135.6875,10709700,134.7913,135.6135,130.887,138.8985,141.5474
SPY,5/4/1999 12:00:00 AM,135.125,135.8125,133.125,133.75,10509300,134.5831,132.4681,131.7797,139.8321,142.4944
SPY,5/5/1999 12:00:00 AM,133.9375,135.0625,131.8438,134.8125,10032300,134.6289,132.5159,131.78,139.834,142.5001
SPY,5/6/1999 12:00:00 AM,134.4375,135.125,132.375,133.9844,13507200,134.5,131.3802,130.668,138.9971,141.7345
SPY,5/7/1999 12:00:00 AM,134.5,135.125,133.4375,135,8680700,134.6,131.7362,130.9713,139.2867,142.0265
SPY,5/10/1999 12:00:00 AM,134.8438,135.7188,133.5312,134.3281,5580100,134.5456,132.6005,131.7009,139.4576,142.0633
SPY,5/11/1999 12:00:00 AM,135.3125,136.875,134.7188,135.6875,7000600,134.774,133.004,132.1161,139.6678,142.2194
SPY,5/12/1999 12:00:00 AM,135.75,137.2188,131.5,136.75,13865800,135.1692,134.1112,133.2811,140.8482,143.3984
SPY,5/13/1999 12:00:00 AM,137.25,138,136.8125,137.3438,4485700,135.6041,131.7467,131.2612,140.475,143.4309
SPY,5/14/1999 12:00:00 AM,134.5625,135.875,133.5,133.7812,8370100,135.2395,135.4886,134.6441,142.9193,145.659
SPY,5/17/1999 12:00:00 AM,133.625,134.4844,132.375,134.1875,6268100,135.0291,136.9143,137.6463,140.563,143.4447
SPY,5/18/1999 12:00:00 AM,134.5312,134.9844,132.625,133.9375,8218600,134.8108,135.3564,136.234,139.029,141.8132
SPY,5/19/1999 12:00:00 AM,134.4688,135,133.25,134.9062,5052400,134.8299,135.6213,136.5281,139.2573,141.9873
SPY,5/20/1999 12:00:00 AM,135.125,135.5938,134.0625,134.0938,4670400,134.6827,135.705,136.6715,139.2522,141.8565
SPY,5/21/1999 12:00:00 AM,134.125,134.6875,132.5938,133.3438,6418200,134.4149,136.2049,137.19,139.6112,142.0769
SPY,5/24/1999 12:00:00 AM,133.8438,133.8438,130.3906,131.125,7952000,133.7569,135.0529,135.9537,138.3244,140.7405
SPY,5/25/1999 12:00:00 AM,131.375,132.3438,128.4375,129,15406400,132.8055,133.9314,134.6376,137.1714,139.7185
SPY,5/26/1999 12:00:00 AM,129.3125,131,128.0938,130.4375,12575900,132.3319,132.5729,133.163,135.9045,138.6254
SPY,5/27/1999 12:00:00 AM,129.8438,130.2812,128,128.5625,14515400,131.578,131.67,132.3436,135.1106,137.8561
SPY,5/28/1999 12:00:00 AM,129,130.75,128.5938,130.2031,8748000,131.3031,131.097,131.872,134.5895,137.2965
SPY,6/1/1999 12:00:00 AM,130.125,130.1562,128.375,129.75,6705300,130.9924,131.4582,132.3044,134.9418,137.5826
SPY,6/2/1999 12:00:00 AM,129.75,130.1875,128.0156,129.875,6981900,130.769,130.8493,131.7519,134.2666,136.8031
SPY,6/3/1999 12:00:00 AM,130.6875,130.875,129.7812,130.5938,6076600,130.7339,130.6599,131.5307,133.993,136.4818
SPY,6/4/1999 12:00:00 AM,131.4688,133.3594,130.9375,133.2188,9787200,131.2309,131.5694,132.5144,134.7689,137.0778
SPY,6/7/1999 12:00:00 AM,133.4375,134.1875,132.9062,133.5625,5299100,131.6972,130.6293,129.8568,136.771,139.1361
SPY,6/8/1999 12:00:00 AM,133.375,133.7969,131.5938,132.25,4895700,131.8078,132.2767,131.4389,137.8261,140.0509
SPY,6/9/1999 12:00:00 AM,132.4062,133.0938,131.8125,132.125,7409700,131.8712,134.0743,130.5701,136.9957,139.2155
SPY,6/10/1999 12:00:00 AM,131.4375,131.4688,129.5938,130.9062,7040700,131.6782,133.6393,130.4813,136.4638,138.5616
SPY,6/11/1999 12:00:00 AM,131.2188,132.2188,129.0938,129.8125,12824800,131.3051,131.9517,128.4577,134.7173,136.8682
SPY,6/14/1999 12:00:00 AM,130.6875,130.75,129.5469,129.9375,6823500,131.0316,132.3835,128.3916,135.1863,137.4606
SPY,6/15/1999 12:00:00 AM,130.4688,131.6562,130.0781,130.8125,5700900,130.9877,131.5217,128.0768,134.3245,136.4613
SPY,6/16/1999 12:00:00 AM,132.375,133.875,132.375,133.3125,7865800,131.4527,132.1724,128.8597,134.9202,137.0021
SPY,6/17/1999 12:00:00 AM,132.875,135.5625,132.625,134.5625,8162800,132.0747,131.4844,130.9257,137.5233,139.7295
SPY,6/18/1999 12:00:00 AM,134.0625,134.6875,133.375,134.3125,2875100,132.5222,132.2869,131.7602,138.7382,141.038
SPY,6/21/1999 12:00:00 AM,134.4688,135.25,133.6562,134.625,4646400,132.9428,132.5796,131.8834,138.3391,140.5129
SPY,6/22/1999 12:00:00 AM,134,135.1875,133.5,133.6875,5862400,133.0917,133.1359,132.406,138.5742,140.6732
SPY,6/23/1999 12:00:00 AM,133,133.625,132.125,133.0312,9629200,133.0796,133.0809,132.362,138.3405,140.3857
SPY,6/24/1999 12:00:00 AM,132.875,132.9375,130.6562,132.0312,9176900,132.87,134.0702,130.9695,136.7265,138.7086
SPY,6/25/1999 12:00:00 AM,132.5938,133.0156,131.25,131.7031,4087000,132.6366,133.179,129.806,135.7981,137.8291
SPY,6/28/1999 12:00:00 AM,132.6875,133.625,132.5,133.3125,5028900,132.7718,133.4565,130.1829,136.0557,138.0519
SPY,6/29/1999 12:00:00 AM,133,135.1875,132.7812,134.5625,6956200,133.1299,134.3948,131.1177,136.9722,138.958
SPY,6/30/1999 12:00:00 AM,134.625,137.5,133.8438,137,16856100,133.9039,132.5112,131.9557,138.0445,140.0835
SPY,7/1/1999 12:00:00 AM,137,138.5,136.0625,138.0312,9939500,134.7294,133.7642,133.3472,140.2741,142.5201
SPY,7/2/1999 12:00:00 AM,138.125,139.5,137.9062,139.4062,3772800,135.6648,135.4542,134.9361,141.9289,144.2009
SPY,7/6/1999 12:00:00 AM,139.25,140.75,138.5938,139.375,11221100,136.4068,137.1606,136.4946,143.1074,145.2938
SPY,7/7/1999 12:00:00 AM,139.0625,139.7188,138.5156,139.5625,3230700,137.038,138.1426,137.4728,144.0609,146.2438
SPY,7/8/1999 12:00:00 AM,139.0625,140.625,138.75,139.6719,7101500,137.5647,137.8628,137.0992,143.1757,145.2333
SPY,7/9/1999 12:00:00 AM,140,140.5938,139.5625,140.5,2976800,138.1518,138.4098,137.6955,143.6946,145.7281
SPY,7/12/1999 12:00:00 AM,140.9375,140.9375,139.5,139.875,4436300,138.4964,139.0228,138.2608,143.7612,145.6654
SPY,7/13/1999 12:00:00 AM,139.375,139.9219,138.6562,139.375,6477600,138.6721,139.183,138.4705,143.7671,145.6099
SPY,7/14/1999 12:00:00 AM,140,140.2188,138.75,140.1562,4382500,138.969,138.3133,137.6286,142.6679,144.4349
SPY,7/15/1999 12:00:00 AM,140.7812,141.375,140.3125,141.0469,3348600,139.3845,138.4876,137.8587,142.7897,144.5164
SPY,7/16/1999 12:00:00 AM,141.25,142.1562,140.75,141.8125,2281500,139.8701,139.9045,139.2921,144.0044,145.6642
SPY,7/19/1999 12:00:00 AM,142.1875,142.25,140.5625,140.875,4287000,140.0711,140.4958,139.9279,144.5558,146.181
SPY,7/20/1999 12:00:00 AM,140.125,140.4062,137.5312,137.9844,7060100,139.6538,140.3594,139.8515,144.5543,146.1856
SPY,7/21/1999 12:00:00 AM,138.0938,138.9062,137.3125,137.8281,4793700,139.2886,140.5331,140.8487,142.7067,144.5561
SPY,7/22/1999 12:00:00 AM,137.4375,138,135.4688,136.0156,7804100,138.634,139.4943,139.9373,141.7556,143.5727
SPY,7/23/1999 12:00:00 AM,136.6562,137,135.125,135.75,4603000,138.0572,138.2741,138.6902,140.6166,142.5254
SPY,7/26/1999 12:00:00 AM,134.875,136.125,134.625,134.75,4333400,137.3958,137.5113,138.0036,139.9227,141.828
SPY,7/27/1999 12:00:00 AM,136,137.2031,135.375,135.875,5908500,137.0916,136.6643,137.2359,139.0918,140.9458
SPY,7/28/1999 12:00:00 AM,136.25,137.3125,135.5938,136.3125,3955500,136.9358,137.7495,138.2577,140.2041,142.1351
SPY,7/29/1999 12:00:00 AM,134.9375,135.25,133.3125,134.4062,7760600,136.4299,137.8106,138.3763,140.2886,142.193
SPY,7/30/1999 12:00:00 AM,134.8125,135.3438,132.5625,132.75,5994300,135.6939,135.9358,136.4002,138.4775,140.5227
SPY,8/2/1999 12:00:00 AM,132.75,134.75,132.5,133.0625,6065500,135.1676,135.7246,136.1925,138.3771,140.518
SPY,8/3/1999 12:00:00 AM,133.7188,133.8438,131.375,132.4375,5445400,134.6216,135.3179,135.8663,138.0616,140.2183
SPY,8/4/1999 12:00:00 AM,132.7188,133.875,130.4375,130.625,6497900,133.8223,134.3163,134.892,137.1295,139.3278
SPY,8/5/1999 12:00:00 AM,130.875,131.9375,128.8438,131.8125,10322000,133.4203,134.1429,134.6489,137.0688,139.4276
SPY,8/6/1999 12:00:00 AM,131.2188,132,129.5,130.375,7537700,132.8113,132.4489,132.9926,135.5157,137.9712
SPY,8/9/1999 12:00:00 AM,130.5938,131.7969,129.75,130.0938,5565900,132.2678,132.685,133.3334,135.8542,138.3182
SPY,8/10/1999 12:00:00 AM,129.875,130.1562,127,128.6562,9793300,131.5455,132.5075,133.2593,135.7093,138.122
SPY,8/11/1999 12:00:00 AM,129.6875,130.5312,128.625,130.2188,8003400,131.2801,130.5023,131.1859,133.7434,136.2529
SPY,8/12/1999 12:00:00 AM,130.6875,131.8125,129.9062,130.1406,7036800,131.0522,131.2664,132.0583,134.5179,136.9519
SPY,8/13/1999 12:00:00 AM,131.625,133.25,131.125,133.1562,5857700,131.473,132.4061,133.2352,135.6113,137.9786
SPY,8/16/1999 12:00:00 AM,133.125,133.9688,132.25,133.75,3927000,131.9284,130.3888,134.6967,137.1839,139.6465
SPY,8/17/1999 12:00:00 AM,134.4375,134.8438,133.125,134.625,4808000,132.4677,131.5489,135.4749,137.8459,140.2141
SPY,8/18/1999 12:00:00 AM,134.2031,134.375,133.25,133.6562,4355500,132.7054,132.5669,136.2323,138.5044,140.7894
SPY,8/19/1999 12:00:00 AM,132.375,133.2344,131.6875,132.5625,6448100,132.6769,132.577,135.9017,138.0376,140.2052
SPY,8/20/1999 12:00:00 AM,133.0625,134.125,132.6875,133.9062,3663700,132.9227,133.7535,134.5282,136.6381,138.7788
SPY,8/23/1999 12:00:00 AM,134.8125,136.5469,134.6562,136.4688,5637800,133.6319,132.1932,135.3818,137.408,139.4733
SPY,8/24/1999 12:00:00 AM,136.0625,137.9688,135.375,136.9688,9279500,134.2993,134.1344,133.5051,139.8166,141.9539
SPY,8/25/1999 12:00:00 AM,137.1875,138.7812,136.1562,138.375,6005300,135.1144,135.0653,134.485,141.049,143.2441
SPY,8/26/1999 12:00:00 AM,138.2812,138.4219,136.5,136.7188,4322300,135.4353,135.7698,135.2022,141.9913,144.2414
SPY,8/27/1999 12:00:00 AM,136.875,137.0625,135.0625,135.0625,6247400,135.3607,135.9034,135.2571,141.8704,144.0787
SPY,8/30/1999 12:00:00 AM,135.3438,135.5,132,132.5625,4652000,134.8011,137.557,138.2293,140.4037,142.5852
SPY,8/31/1999 12:00:00 AM,132.9375,133.75,130.875,132.0625,11453700,134.2534,135.6267,136.1592,138.5343,140.8846
SPY,9/1/1999 12:00:00 AM,132.9375,133.7344,132.3125,133.6875,6863900,134.1402,134.2435,134.8064,137.2578,139.6764
SPY,9/2/1999 12:00:00 AM,132.125,132.6719,130.6562,132.1094,10896300,133.734,134.6502,135.3679,137.7018,140.026
SPY,9/3/1999 12:00:00 AM,134.875,136.5,134.6875,135.9688,9160800,134.181,133.4889,134.1334,136.5731,138.9884
SPY,9/7/1999 12:00:00 AM,136.0625,136.625,135.2188,135.4688,4560800,134.4385,133.2695,132.7751,141.1482,143.8177
SPY,9/8/1999 12:00:00 AM,134.8438,136.0625,134.0312,134.8125,6159600,134.5133,134.1336,133.36,141.0193,143.5296
SPY,9/9/1999 12:00:00 AM,134.75,135.25,133.6875,134.75,6177800,134.5607,133.4051,132.5815,139.9718,142.4217
SPY,9/10/1999 12:00:00 AM,136.25,136.3594,134.9375,135.875,2934500,134.8235,133.0462,132.1675,139.0937,141.4301
SPY,9/13/1999 12:00:00 AM,135.125,135.4688,134.5,134.9531,2320500,134.8494,134.3443,133.473,140.039,142.2816
SPY,9/14/1999 12:00:00 AM,134.0625,134.5625,133.375,134.0625,3736000,134.6921,133.8169,132.9545,139.1015,141.2317
SPY,9/15/1999 12:00:00 AM,135.4375,135.4375,131.875,131.9375,6984500,134.1411,132.8264,132.021,137.9258,139.9833
SPY,9/16/1999 12:00:00 AM,132.5,132.8125,130.3125,132.4531,15377600,133.8035,135.3392,135.8976,138.1413,140.3897
SPY,9/17/1999 12:00:00 AM,132.625,133.9375,132.1562,133.75,8542300,133.7928,133.2723,133.8509,136.1333,138.4139
SPY,9/20/1999 12:00:00 AM,133.9375,134,133.0938,133.5625,2803900,133.7468,131.5223,135.243,137.4497,139.6663
SPY,9/21/1999 12:00:00 AM,132.25,132.4688,130.1562,130.75,9335200,133.1474,132.3784,135.5085,137.5179,139.5662
SPY,9/22/1999 12:00:00 AM,131.25,131.8438,129.75,130.6094,13009100,132.6398,132.9674,133.5368,135.7571,137.9779
SPY,9/23/1999 12:00:00 AM,131.8125,131.8125,127.625,127.875,12204100,131.6868,132.376,132.9974,135.1987,137.4032
SPY,9/24/1999 12:00:00 AM,127.75,128.375,126.3125,127.75,13792900,130.8995,131.8387,132.2806,134.7827,137.2414
SPY,9/27/1999 12:00:00 AM,128.75,129.75,128.2812,128.5938,6970300,130.4383,129.1932,129.8148,132.2512,134.661
SPY,9/28/1999 12:00:00 AM,127.9375,128.8125,125.5625,128.3438,11063400,130.0194,130.6853,131.401,133.7719,136.1302
SPY,9/29/1999 12:00:00 AM,128.4375,129.125,126.75,126.8125,7580300,129.378,129.0993,129.7301,132.2344,134.7075
SPY,9/30/1999 12:00:00 AM,127.4375,129.4375,126.9688,128.75,7498900,129.2524,129.7496,130.4496,132.9349,135.3968
SPY,10/1/1999 12:00:00 AM,127.9375,128.5625,126.625,128.4688,11127100,129.0957,130.0254,130.7358,133.2426,135.7263
SPY,10/4/1999 12:00:00 AM,129.1875,130.875,128.75,130.75,6341600,129.4266,129.2821,130.0523,132.5017,134.9403
SPY,10/5/1999 12:00:00 AM,130.7188,131.9688,128.6875,130.625,11976000,129.6662,128.1257,127.3635,134.7045,137.1394
SPY,10/6/1999 12:00:00 AM,130.75,132.8125,130.6875,132.625,10308200,130.258,128.3973,127.7278,135.4985,138.0422
SPY,10/7/1999 12:00:00 AM,132.8594,133,131.5,131.875,6535600,130.5814,129.979,129.2247,136.7879,139.2869
SPY,10/8/1999 12:00:00 AM,131.75,133.875,131.2344,133.875,9674300,131.2401,130.7674,129.9111,136.9482,139.3197
SPY,10/11/1999 12:00:00 AM,133.5938,134.125,133.3125,133.6562,4282000,131.7233,130.9258,130.161,137.3501,139.7555
SPY,10/12/1999 12:00:00 AM,133.125,133.3125,131.1875,131.5938,8686100,131.6974,132.5139,131.6125,137.9857,140.1868
SPY,10/13/1999 12:00:00 AM,130.6875,131.3125,128.1875,128.1875,10469300,130.9954,133.6642,134.4221,136.6287,138.8623
SPY,10/14/1999 12:00:00 AM,128.4844,129.1875,126.75,128.1562,10562200,130.4276,131.5522,132.1465,134.5344,136.9172
SPY,10/15/1999 12:00:00 AM,126,126.75,124.5,124.875,14238700,129.3171,129.7326,130.3727,132.7682,135.1583
SPY,10/18/1999 12:00:00 AM,124.9375,125.9375,123.4375,125.7812,9758800,128.6099,127.7071,128.2567,130.8433,133.396
SPY,10/19/1999 12:00:00 AM,127.1875,128.25,125.9375,127,14392900,128.2879,126.6367,127.2952,129.8694,132.4168
SPY,10/20/1999 12:00:00 AM,127.75,129.4688,127.125,128.25,9759400,128.2803,125.233,129.6762,132.2349,134.7733
SPY,10/21/1999 12:00:00 AM,127.2188,129,126.625,129,9105400,128.4243,126.4892,130.8587,133.4041,135.9344
SPY,10/22/1999 12:00:00 AM,129.75,131.2188,129.5625,130.0938,8309600,128.7582,126.0629,130.3403,132.8602,135.3712
SPY,10/25/1999 12:00:00 AM,129.3125,130.4688,128.75,129.4375,8114300,128.894,128.7196,132.8623,135.3366,137.8105
SPY,10/26/1999 12:00:00 AM,130.1875,130.6875,127.8125,127.8125,6256300,128.6777,128.1255,131.9441,134.304,136.681
SPY,10/27/1999 12:00:00 AM,128.375,130.3125,128.25,130.125,5433300,128.9672,130.9453,131.683,134.1205,136.5606
SPY,10/28/1999 12:00:00 AM,132.4375,134.8594,132.1875,134.5625,10509700,130.0862,130.9984,131.7264,134.1733,136.621
SPY,10/29/1999 12:00:00 AM,135.8438,137.6875,135.7188,137,10988600,131.469,131.1675,130.6621,127.8686,141.9191
SPY,11/1/1999 12:00:00 AM,136.5,137,135.5625,135.5625,4006500,132.2877,134.4146,133.7938,130.9491,145.2494
SPY,11/2/1999 12:00:00 AM,135.9688,137.25,134.5938,134.5938,6516900,132.7489,134.5056,133.6395,131.007,144.1762
SPY,11/3/1999 12:00:00 AM,136,136.375,135.125,135.5,7222300,133.2991,134.1127,133.2775,130.6413,143.8282
SPY,11/4/1999 12:00:00 AM,136.75,137.3594,135.7656,136.5312,7907500,133.9456,134.1658,133.2626,130.7558,143.2621
SPY,11/5/1999 12:00:00 AM,138.625,139.1094,136.7812,137.875,7431500,134.7314,135.0913,134.1893,131.7808,143.777
SPY,11/8/1999 12:00:00 AM,137,138.375,136.75,138,4649200,135.3852,136.3407,135.5348,133.1012,145.2398
SPY,11/9/1999 12:00:00 AM,138.5,138.6875,136.2812,136.7031,4533700,135.6487,136.1448,135.2948,132.9841,144.4848
SPY,11/10/1999 12:00:00 AM,136.25,138.3906,136.0781,137.7188,6405600,136.0627,135.96,135.1915,132.8669,144.4523
SPY,11/11/1999 12:00:00 AM,138.1875,138.5,137.4688,138.5,4794100,136.5502,135.6722,134.9379,132.6157,144.1976
SPY,11/12/1999 12:00:00 AM,139.25,139.9844,137.125,139.75,11802900,137.1902,136.7583,135.918,133.7917,144.3523
SPY,11/15/1999 12:00:00 AM,139.8438,140.25,139.4062,140.0781,2187500,137.7678,137.0184,136.3441,134.1077,145.2626
SPY,11/16/1999 12:00:00 AM,140.5625,143,140.0938,141.25,7544800,138.4642,138.6701,137.8661,135.841,145.8935
SPY,11/17/1999 12:00:00 AM,142.25,142.9375,141.3125,141.625,9459000,139.0964,140.034,139.4103,137.2503,148.0277
SPY,11/18/1999 12:00:00 AM,142.4375,143,141.625,142.625,4491000,139.8021,140.7447,140.0701,137.9821,148.3876
SPY,11/19/1999 12:00:00 AM,142.4062,142.9688,142,142.5,4832100,140.3417,141.0993,140.3812,138.4017,148.2462
SPY,11/22/1999 12:00:00 AM,142.4375,143,141.5,142.4688,4155400,140.7671,141.4852,140.7281,138.9025,147.9523
SPY,11/23/1999 12:00:00 AM,142.8438,142.8438,140.375,141.2188,5918000,140.8574,141.2305,140.5403,138.7651,147.5691
SPY,11/24/1999 12:00:00 AM,140.75,142.4375,140,141.9688,4459700,141.0797,142.9123,139.7617,137.8824,147.2495
SPY,11/26/1999 12:00:00 AM,142.4688,142.875,141.25,141.4375,1693900,141.1512,142.683,139.2638,137.3004,147.1162
SPY,11/29/1999 12:00:00 AM,140.875,141.9219,140.4375,140.9375,7348600,141.1085,143.3961,140.1675,138.2555,147.8026
SPY,11/30/1999 12:00:00 AM,140.75,142.3125,139,139.2812,7682000,140.743,142.3955,139.3594,137.5124,146.7218
SPY,12/1/1999 12:00:00 AM,139.3125,140.5,139,140.4062,6980200,140.6757,142.3132,142.7479,136.496,146.8746
SPY,12/2/1999 12:00:00 AM,140.625,141.375,140.375,141.25,6698300,140.7906,141.1642,141.734,135.7832,145.704
SPY,12/3/1999 12:00:00 AM,143.0312,145.3438,143.0312,143.8438,10045400,141.4012,139.7465,142.6801,137.236,146.3745
SPY,12/6/1999 12:00:00 AM,143.5312,143.7188,142.25,142.7812,3138900,141.6772,142.3641,141.9663,139.7904,150.7304
SPY,12/7/1999 12:00:00 AM,143.2812,143.3125,141.375,141.625,10714200,141.6668,141.4441,140.8772,138.7889,149.2562
SPY,12/8/1999 12:00:00 AM,141.3438,142.0625,140.5,140.7188,4611400,141.4772,140.8771,140.2674,138.2017,148.5449
SPY,12/9/1999 12:00:00 AM,141.8125,142.2188,139.375,141.4062,6474700,141.463,142.5987,139.2984,137.3087,147.2496
SPY,12/10/1999 12:00:00 AM,142.2812,142.8125,140.875,141.875,5127300,141.5454,142.3836,138.6575,136.5385,147.1595
SPY,12/13/1999 12:00:00 AM,141.4375,142.7188,141.2812,142.125,4210800,141.6613,143.3383,139.7411,137.6493,148.1217
SPY,12/14/1999 12:00:00 AM,141.625,142.4844,140.625,140.75,5739000,141.479,143.2992,140.0182,138.0254,147.9756
SPY,12/15/1999 12:00:00 AM,140.375,142.2031,140.0312,141.5,6879100,141.4832,142.8549,139.5952,137.6227,147.4691
SPY,12/16/1999 12:00:00 AM,142.1875,142.6562,141.1562,142.125,5854900,141.6116,142.5054,139.1191,137.1166,147.1241
SPY,12/17/1999 12:00:00 AM,143,143.3125,142.0625,142.6875,4775400,141.8268,143.1592,139.9987,138.0724,147.6814
SPY,12/20/1999 12:00:00 AM,142.5625,143.1875,141.0938,141.6562,4608700,141.7927,143.7893,140.8995,139.076,148.151
SPY,12/21/1999 12:00:00 AM,141.5938,144.0625,141.3438,143.8125,7981300,142.1966,143.3879,140.297,138.4331,147.73
SPY,12/22/1999 12:00:00 AM,143.625,144.1875,142.9688,144.1875,5377500,142.5948,141.1935,140.7004,138.7073,148.6874
SPY,12/23/1999 12:00:00 AM,145.0156,146.4844,145,146.4844,5721700,143.3727,142.3311,141.718,139.842,149.2042
SPY,12/27/1999 12:00:00 AM,146.5,146.7812,145.0625,146.2812,2691000,143.9544,144.3508,143.8026,141.8631,151.5628
SPY,12/28/1999 12:00:00 AM,145.875,146.5,145.4844,146.1875,4084500,144.401,144.6058,144.0225,142.1164,151.6403
SPY,12/29/1999 12:00:00 AM,146.3125,146.8125,145.3125,146.8125,3001000,144.8833,144.9182,144.2535,142.4824,151.2996
SPY,12/30/1999 12:00:00 AM,147.125,147.5625,146.1875,146.6406,3641300,145.2348,144.9981,144.3672,142.6377,151.2457
SPY,12/31/1999 12:00:00 AM,146.8438,147.5,146.25,146.875,3172700,145.5628,145.8514,145.2379,143.5627,151.8954
SPY,1/3/2000 12:00:00 AM,148.25,148.25,143.875,145.4375,8164300,145.5378,145.9108,145.3083,143.6981,151.7
SPY,1/4/2000 12:00:00 AM,143.5312,144.0625,139.6406,139.75,8089800,144.3802,147.866,143.9852,141.9567,152.1644
